transaction_id,intervention,recovered,amount_recovered,recovery_time_hours
TXN000596,REMINDER,1,100.0,32.0
TXN000597,PAYMENT_LINK,1,100.0,45.0
TXN000598,UPDATE_CARD,1,100.0,52.0
TXN000599,UPDATE_CARD,0,0.0,
TXN000600,PAYMENT_LINK,1,100.0,24.0
TXN000601,RETRY,1,100.0,40.0
TXN000602,RETRY,0,0.0,
TXN000603,RETRY,1,100.0,70.0
TXN000604,UPDATE_CARD,1,100.0,62.0
TXN000605,RETRY,0,0.0,
TXN000606,UPDATE_CARD,0,0.0,
TXN000607,PAYMENT_LINK,1,100.0,66.0
TXN000608,PAYMENT_LINK,1,100.0,32.0
TXN000609,PAYMENT_LINK,1,100.0,13.0
TXN000610,REMINDER,0,0.0,
TXN000611,RETRY,1,100.0,32.0
TXN000612,UPDATE_CARD,1,100.0,56.0
TXN000613,PAYMENT_LINK,0,0.0,
TXN000614,RETRY,1,100.0,4.0
TXN000615,REMINDER,0,0.0,
TXN000616,PAYMENT_LINK,1,100.0,29.0
TXN000617,PAYMENT_LINK,1,100.0,21.0
TXN000618,RETRY,1,100.0,30.0
TXN000619,UPDATE_CARD,0,0.0,
TXN000620,RETRY,1,100.0,16.0
TXN000621,RETRY,1,100.0,67.0
TXN000622,PAYMENT_LINK,0,0.0,
TXN000623,PAYMENT_LINK,0,0.0,
TXN000624,PAYMENT_LINK,0,0.0,
TXN000625,RETRY,1,100.0,25.0
TXN000626,PAYMENT_LINK,1,100.0,23.0
TXN000627,PAYMENT_LINK,0,0.0,
TXN000628,RETRY,1,100.0,1.0
TXN000629,PAYMENT_LINK,1,100.0,15.0
TXN000630,RETRY,1,100.0,52.0
TXN000631,PAYMENT_LINK,1,100.0,58.0
TXN000632,UPDATE_CARD,1,1288.79,41.0
TXN000633,RETRY,1,100.0,44.0
TXN000634,RETRY,1,100.0,4.0
TXN000635,RETRY,1,100.0,68.0
TXN000636,RETRY,1,100.0,7.0
TXN000637,UPDATE_CARD,1,100.0,46.0
TXN000638,PAYMENT_LINK,0,0.0,
TXN000639,PAYMENT_LINK,0,0.0,
TXN000640,RETRY,1,100.0,33.0
TXN000641,UPDATE_CARD,0,0.0,
TXN000642,PAYMENT_LINK,0,0.0,
TXN000643,PAYMENT_LINK,0,0.0,
TXN000644,RETRY,1,100.0,64.0
TXN000645,UPDATE_CARD,1,100.0,25.0
TXN000646,PAYMENT_LINK,0,0.0,
TXN000647,PAYMENT_LINK,1,100.0,9.0
TXN000648,PAYMENT_LINK,0,0.0,
TXN000649,UPDATE_CARD,0,0.0,
TXN000650,UPDATE_CARD,1,100.0,60.0
TXN000651,PAYMENT_LINK,1,100.0,13.0
TXN000652,UPDATE_CARD,1,100.0,3.0
TXN000653,PAYMENT_LINK,1,100.0,68.0
TXN000654,PAYMENT_LINK,1,100.0,4.0
TXN000655,RETRY,0,0.0,
TXN000656,RETRY,1,100.0,26.0
TXN000657,UPDATE_CARD,1,100.0,24.0
TXN000658,PAYMENT_LINK,0,0.0,
TXN000659,ESCALATE,1,100.0,13.0
TXN000660,UPDATE_CARD,1,100.0,44.0
TXN000661,PAYMENT_LINK,0,0.0,
TXN000662,PAYMENT_LINK,0,0.0,
TXN000663,PAYMENT_LINK,1,100.0,51.0
TXN000664,UPDATE_CARD,1,100.0,19.0
TXN000665,UPDATE_CARD,1,100.0,52.0
TXN000666,PAYMENT_LINK,1,100.0,47.0
TXN000667,PAYMENT_LINK,0,0.0,
TXN000668,RETRY,0,0.0,
TXN000669,RETRY,1,100.0,21.0
TXN000670,PAYMENT_LINK,0,0.0,
TXN000671,PAYMENT_LINK,1,100.0,62.0
TXN000672,PAYMENT_LINK,1,100.0,58.0
TXN000673,UPDATE_CARD,1,100.0,18.0
TXN000674,PAYMENT_LINK,1,100.0,59.0
TXN000675,ESCALATE,0,0.0,
TXN000676,RETRY,0,0.0,
TXN000677,UPDATE_CARD,1,100.0,12.0
TXN000678,RETRY,1,100.0,34.0
TXN000679,PAYMENT_LINK,1,100.0,61.0
TXN000680,RETRY,0,0.0,
TXN000681,RETRY,1,181.65,25.0
TXN000682,PAYMENT_LINK,0,0.0,
TXN000683,PAYMENT_LINK,1,100.0,4.0
TXN000684,RETRY,1,100.0,13.0
TXN000685,RETRY,1,100.0,42.0
TXN000686,PAYMENT_LINK,0,0.0,
TXN000687,PAYMENT_LINK,1,100.0,56.0
TXN000688,PAYMENT_LINK,1,100.0,47.0
TXN000689,RETRY,1,100.0,8.0
TXN000690,UPDATE_CARD,1,100.0,55.0
TXN000691,RETRY,1,1593.55,18.0
TXN000692,RETRY,0,0.0,
TXN000693,UPDATE_CARD,1,100.0,32.0
TXN000694,UPDATE_CARD,1,100.0,24.0
TXN000695,PAYMENT_LINK,0,0.0,
TXN000696,RETRY,1,100.0,13.0
TXN000697,PAYMENT_LINK,1,100.0,69.0
TXN000698,REMINDER,1,132.58,42.0
TXN000699,ESCALATE,0,0.0,
TXN000700,RETRY,0,0.0,
TXN000701,PAYMENT_LINK,1,100.0,32.0
TXN000702,PAYMENT_LINK,1,100.0,52.0
TXN000703,UPDATE_CARD,0,0.0,
TXN000704,RETRY,0,0.0,
TXN000705,PAYMENT_LINK,1,100.0,59.0
TXN000706,RETRY,1,100.0,14.0
TXN000707,PAYMENT_LINK,0,0.0,
TXN000708,RETRY,1,100.0,48.0
TXN000709,UPDATE_CARD,1,100.0,43.0
TXN000710,PAYMENT_LINK,0,0.0,
TXN000711,RETRY,0,0.0,
TXN000712,ESCALATE,0,0.0,
TXN000713,PAYMENT_LINK,0,0.0,
TXN000714,PAYMENT_LINK,0,0.0,
TXN000715,UPDATE_CARD,0,0.0,
TXN000716,RETRY,1,100.0,5.0
TXN000717,RETRY,0,0.0,
TXN000718,RETRY,1,122.35,52.0
TXN000719,RETRY,1,100.0,29.0
TXN000720,RETRY,1,100.0,31.0
TXN000721,RETRY,1,100.0,66.0
TXN000722,PAYMENT_LINK,1,100.0,69.0
TXN000723,PAYMENT_LINK,1,100.0,37.0
TXN000724,RETRY,0,0.0,
TXN000725,RETRY,0,0.0,
TXN000726,UPDATE_CARD,1,100.0,68.0
TXN000727,RETRY,1,100.0,59.0
TXN000728,RETRY,0,0.0,
TXN000729,RETRY,1,100.0,44.0
TXN000730,PAYMENT_LINK,1,100.0,49.0
TXN000731,PAYMENT_LINK,1,100.0,53.0
TXN000732,PAYMENT_LINK,1,100.0,49.0
TXN000733,UPDATE_CARD,1,100.0,66.0
TXN000734,PAYMENT_LINK,1,100.0,63.0
TXN000735,UPDATE_CARD,1,100.0,25.0
TXN000736,UPDATE_CARD,1,100.0,4.0
TXN000737,UPDATE_CARD,1,100.0,51.0
TXN000738,RETRY,1,100.0,11.0
TXN000739,RETRY,1,100.0,17.0
TXN000740,REMINDER,1,100.0,66.0
TXN000741,PAYMENT_LINK,1,100.0,70.0
TXN000742,UPDATE_CARD,1,100.0,69.0
TXN000743,PAYMENT_LINK,1,100.0,29.0
TXN000744,ESCALATE,1,100.0,72.0
TXN000745,RETRY,1,100.0,20.0
TXN000746,UPDATE_CARD,1,100.0,27.0
TXN000747,UPDATE_CARD,1,100.0,8.0
TXN000748,ESCALATE,0,0.0,
TXN000749,ESCALATE,0,0.0,
TXN000750,UPDATE_CARD,0,0.0,
TXN000751,RETRY,0,0.0,
TXN000752,PAYMENT_LINK,1,100.0,69.0
TXN000753,RETRY,1,100.0,7.0
TXN000754,PAYMENT_LINK,1,100.0,60.0
TXN000755,PAYMENT_LINK,1,100.0,4.0
TXN000756,REMINDER,0,0.0,
TXN000757,UPDATE_CARD,1,100.0,11.0
TXN000758,PAYMENT_LINK,0,0.0,
TXN000759,REMINDER,1,100.0,64.0
TXN000760,RETRY,1,100.0,13.0
TXN000761,PAYMENT_LINK,0,0.0,
TXN000762,PAYMENT_LINK,0,0.0,
TXN000763,PAYMENT_LINK,1,100.0,56.0
TXN000764,RETRY,0,0.0,
TXN000765,PAYMENT_LINK,1,100.0,50.0
TXN000766,PAYMENT_LINK,0,0.0,
TXN000767,RETRY,0,0.0,
TXN000768,RETRY,1,100.0,25.0
TXN000769,RETRY,1,100.0,28.0
TXN000770,PAYMENT_LINK,1,100.0,39.0
TXN000771,UPDATE_CARD,1,100.0,67.0
TXN000772,PAYMENT_LINK,1,324.53,5.0
TXN000773,RETRY,0,0.0,
TXN000774,PAYMENT_LINK,0,0.0,
TXN000775,RETRY,1,100.0,67.0
TXN000776,REMINDER,0,0.0,
TXN000777,UPDATE_CARD,1,100.0,69.0
TXN000778,RETRY,1,100.0,43.0
TXN000779,PAYMENT_LINK,1,100.0,1.0
TXN000780,RETRY,0,0.0,
TXN000781,UPDATE_CARD,0,0.0,
TXN000782,REMINDER,1,153.6,26.0
TXN000783,UPDATE_CARD,0,0.0,
TXN000784,RETRY,1,100.0,48.0
TXN000785,RETRY,0,0.0,
TXN000786,PAYMENT_LINK,1,100.0,1.0
TXN000787,RETRY,1,100.0,9.0
TXN000788,PAYMENT_LINK,0,0.0,
TXN000789,ESCALATE,0,0.0,
TXN000790,RETRY,1,100.0,2.0
TXN000791,PAYMENT_LINK,1,100.0,14.0
TXN000792,UPDATE_CARD,1,100.0,38.0
TXN000793,ESCALATE,0,0.0,
TXN000794,PAYMENT_LINK,1,100.0,63.0
TXN000795,PAYMENT_LINK,1,100.0,16.0
TXN000796,PAYMENT_LINK,1,239.04,6.0
TXN000797,RETRY,1,100.0,3.0
TXN000798,ESCALATE,0,0.0,
TXN000799,ESCALATE,0,0.0,
TXN000800,RETRY,1,100.0,67.0
TXN000801,PAYMENT_LINK,0,0.0,
TXN000802,RETRY,1,100.0,33.0
TXN000803,PAYMENT_LINK,0,0.0,
TXN000804,PAYMENT_LINK,1,100.0,44.0
TXN000805,PAYMENT_LINK,0,0.0,
TXN000806,RETRY,1,100.0,37.0
TXN000807,RETRY,0,0.0,
TXN000808,ESCALATE,0,0.0,
TXN000809,UPDATE_CARD,0,0.0,
TXN000810,PAYMENT_LINK,0,0.0,
TXN000811,RETRY,0,0.0,
TXN000812,ESCALATE,0,0.0,
TXN000813,PAYMENT_LINK,1,100.0,66.0
TXN000814,PAYMENT_LINK,0,0.0,
TXN000815,RETRY,1,100.0,34.0
TXN000816,RETRY,1,100.0,32.0
TXN000817,RETRY,0,0.0,
TXN000818,UPDATE_CARD,0,0.0,
TXN000819,PAYMENT_LINK,0,0.0,
TXN000820,REMINDER,0,0.0,
TXN000821,PAYMENT_LINK,1,100.0,46.0
TXN000822,PAYMENT_LINK,1,100.0,32.0
TXN000823,PAYMENT_LINK,1,100.0,43.0
TXN000824,PAYMENT_LINK,1,100.0,3.0
TXN000825,RETRY,0,0.0,
TXN000826,PAYMENT_LINK,1,100.0,40.0
TXN000827,UPDATE_CARD,1,100.0,18.0
TXN000828,RETRY,1,100.0,67.0
TXN000829,PAYMENT_LINK,0,0.0,
TXN000830,PAYMENT_LINK,1,100.0,10.0
TXN000831,ESCALATE,1,100.0,52.0
TXN000832,PAYMENT_LINK,1,100.0,46.0
TXN000833,PAYMENT_LINK,0,0.0,
TXN000834,PAYMENT_LINK,1,100.0,46.0
TXN000835,PAYMENT_LINK,1,100.0,60.0
TXN000836,UPDATE_CARD,0,0.0,
TXN000837,PAYMENT_LINK,1,623.13,27.0
TXN000838,PAYMENT_LINK,0,0.0,
TXN000839,UPDATE_CARD,1,100.0,22.0
TXN000840,UPDATE_CARD,1,100.0,26.0
TXN000841,PAYMENT_LINK,0,0.0,
TXN000842,RETRY,1,100.0,35.0
TXN000843,RETRY,1,100.0,66.0
TXN000844,RETRY,1,100.0,51.0
TXN000845,PAYMENT_LINK,0,0.0,
TXN000846,RETRY,1,100.0,43.0
TXN000847,RETRY,1,570.27,12.0
TXN000848,PAYMENT_LINK,0,0.0,
TXN000849,PAYMENT_LINK,0,0.0,
TXN000850,PAYMENT_LINK,1,100.0,6.0
TXN000851,RETRY,1,371.12,45.0
TXN000852,ESCALATE,0,0.0,
TXN000853,PAYMENT_LINK,0,0.0,
TXN000854,PAYMENT_LINK,0,0.0,
TXN000855,REMINDER,1,100.0,23.0
TXN000856,PAYMENT_LINK,1,100.0,12.0
TXN000857,RETRY,1,100.0,62.0
TXN000858,RETRY,1,100.0,40.0
TXN000859,PAYMENT_LINK,0,0.0,
TXN000860,UPDATE_CARD,1,100.0,7.0
TXN000861,PAYMENT_LINK,1,100.0,17.0
TXN000862,PAYMENT_LINK,0,0.0,
TXN000863,RETRY,0,0.0,
TXN000864,REMINDER,0,0.0,
TXN000865,PAYMENT_LINK,0,0.0,
TXN000866,PAYMENT_LINK,0,0.0,
TXN000867,PAYMENT_LINK,0,0.0,
TXN000868,RETRY,1,100.0,46.0
TXN000869,PAYMENT_LINK,1,100.0,45.0
TXN000870,UPDATE_CARD,1,100.0,9.0
TXN000871,RETRY,1,100.0,6.0
TXN000872,RETRY,1,100.0,51.0
TXN000873,UPDATE_CARD,1,633.16,35.0
TXN000874,PAYMENT_LINK,1,100.0,53.0
TXN000875,PAYMENT_LINK,0,0.0,
TXN000876,RETRY,1,100.0,69.0
TXN000877,PAYMENT_LINK,1,100.0,25.0
TXN000878,UPDATE_CARD,1,100.0,11.0
TXN000879,PAYMENT_LINK,0,0.0,
TXN000880,REMINDER,1,100.0,36.0
TXN000881,RETRY,1,100.0,21.0
TXN000882,UPDATE_CARD,1,100.0,18.0
TXN000883,REMINDER,0,0.0,
TXN000884,ESCALATE,0,0.0,
TXN000885,PAYMENT_LINK,0,0.0,
TXN000886,REMINDER,1,100.0,14.0
TXN000887,UPDATE_CARD,1,100.0,8.0
TXN000888,PAYMENT_LINK,1,100.0,66.0
TXN000889,PAYMENT_LINK,0,0.0,
TXN000890,REMINDER,0,0.0,
TXN000891,PAYMENT_LINK,0,0.0,
TXN000892,UPDATE_CARD,1,100.0,36.0
TXN000893,REMINDER,0,0.0,
TXN000894,RETRY,1,100.0,1.0
TXN000895,REMINDER,1,100.0,42.0
TXN000896,RETRY,1,100.0,1.0
TXN000897,PAYMENT_LINK,0,0.0,
TXN000898,RETRY,1,100.0,47.0
TXN000899,ESCALATE,0,0.0,
TXN000900,REMINDER,1,100.0,30.0
TXN000901,UPDATE_CARD,1,100.0,7.0
TXN000902,REMINDER,0,0.0,
TXN000903,RETRY,1,100.0,50.0
TXN000904,REMINDER,1,100.0,45.0
TXN000905,RETRY,0,0.0,
TXN000906,UPDATE_CARD,0,0.0,
TXN000907,PAYMENT_LINK,0,0.0,
TXN000908,PAYMENT_LINK,1,100.0,46.0
TXN000909,RETRY,1,100.0,6.0
TXN000910,RETRY,1,100.0,21.0
TXN000911,PAYMENT_LINK,0,0.0,
TXN000912,PAYMENT_LINK,1,100.0,19.0
TXN000913,PAYMENT_LINK,1,100.0,62.0
TXN000914,REMINDER,0,0.0,
TXN000915,PAYMENT_LINK,0,0.0,
TXN000916,RETRY,0,0.0,
TXN000917,ESCALATE,0,0.0,
TXN000918,UPDATE_CARD,0,0.0,
TXN000919,RETRY,1,100.0,22.0
TXN000920,UPDATE_CARD,1,100.0,68.0
TXN000921,RETRY,1,100.0,57.0
TXN000922,ESCALATE,0,0.0,
TXN000923,RETRY,0,0.0,
TXN000924,UPDATE_CARD,1,100.0,8.0
TXN000925,RETRY,1,100.0,38.0
TXN000926,PAYMENT_LINK,0,0.0,
TXN000927,PAYMENT_LINK,0,0.0,
TXN000928,UPDATE_CARD,1,100.0,10.0
TXN000929,UPDATE_CARD,1,100.0,45.0
TXN000930,PAYMENT_LINK,0,0.0,
TXN000931,RETRY,1,100.0,67.0
TXN000932,RETRY,1,100.0,9.0
TXN000933,PAYMENT_LINK,0,0.0,
TXN000934,ESCALATE,0,0.0,
TXN000935,REMINDER,1,100.0,12.0
TXN000936,PAYMENT_LINK,1,100.0,58.0
TXN000937,UPDATE_CARD,1,100.0,21.0
TXN000938,RETRY,1,100.0,21.0
TXN000939,RETRY,1,100.0,65.0
TXN000940,RETRY,0,0.0,
TXN000941,PAYMENT_LINK,0,0.0,
TXN000942,RETRY,1,100.0,64.0
TXN000943,RETRY,1,100.0,49.0
TXN000944,PAYMENT_LINK,1,100.0,72.0
TXN000945,ESCALATE,0,0.0,
TXN000946,RETRY,1,100.0,32.0
TXN000947,RETRY,1,100.0,70.0
TXN000948,RETRY,1,100.0,21.0
TXN000949,UPDATE_CARD,1,665.86,7.0
TXN000950,PAYMENT_LINK,1,100.0,7.0
TXN000951,RETRY,1,100.0,27.0
TXN000952,RETRY,1,100.0,8.0
TXN000953,PAYMENT_LINK,0,0.0,
TXN000954,UPDATE_CARD,0,0.0,
TXN000955,RETRY,1,100.0,71.0
TXN000956,UPDATE_CARD,1,100.0,47.0
TXN000957,RETRY,1,100.0,10.0
TXN000958,REMINDER,1,100.0,33.0
TXN000959,PAYMENT_LINK,1,100.0,7.0
TXN000960,PAYMENT_LINK,0,0.0,
TXN000961,PAYMENT_LINK,1,100.0,14.0
TXN000962,PAYMENT_LINK,1,100.0,44.0
TXN000963,PAYMENT_LINK,1,100.0,46.0
TXN000964,PAYMENT_LINK,0,0.0,
TXN000965,PAYMENT_LINK,0,0.0,
TXN000966,PAYMENT_LINK,1,100.0,13.0
TXN000967,PAYMENT_LINK,0,0.0,
TXN000968,RETRY,0,0.0,
TXN000969,PAYMENT_LINK,1,100.0,38.0
TXN000970,PAYMENT_LINK,0,0.0,
TXN000971,PAYMENT_LINK,0,0.0,
TXN000972,RETRY,1,100.0,56.0
TXN000973,PAYMENT_LINK,0,0.0,
TXN000974,PAYMENT_LINK,0,0.0,
TXN000975,RETRY,0,0.0,
TXN000976,ESCALATE,0,0.0,
TXN000977,RETRY,1,100.0,55.0
TXN000978,RETRY,1,100.0,55.0
TXN000979,PAYMENT_LINK,1,100.0,1.0
TXN000980,UPDATE_CARD,0,0.0,
TXN000981,UPDATE_CARD,1,100.0,4.0
TXN000982,RETRY,1,100.0,53.0
TXN000983,ESCALATE,0,0.0,
TXN000984,RETRY,0,0.0,
TXN000985,RETRY,1,174.92,49.0
TXN000986,PAYMENT_LINK,0,0.0,
TXN000987,UPDATE_CARD,1,100.0,19.0
TXN000988,PAYMENT_LINK,0,0.0,
TXN000989,UPDATE_CARD,1,100.0,29.0
TXN000990,PAYMENT_LINK,1,100.0,33.0
TXN000991,RETRY,1,100.0,52.0
TXN000992,PAYMENT_LINK,0,0.0,
TXN000993,REMINDER,1,100.0,23.0
TXN000994,PAYMENT_LINK,0,0.0,
TXN000995,PAYMENT_LINK,1,100.0,71.0
TXN000996,UPDATE_CARD,1,100.0,57.0
TXN000997,REMINDER,0,0.0,
TXN000998,PAYMENT_LINK,0,0.0,
TXN000999,PAYMENT_LINK,0,0.0,
TXN001000,RETRY,1,100.0,4.0
TXN001001,UPDATE_CARD,1,100.0,72.0
TXN001002,RETRY,1,100.0,64.0
TXN001003,PAYMENT_LINK,0,0.0,
TXN001004,UPDATE_CARD,1,680.06,31.0
TXN001005,RETRY,0,0.0,
TXN001006,ESCALATE,0,0.0,
TXN001007,PAYMENT_LINK,0,0.0,
TXN001008,RETRY,1,156.09,40.0
TXN001009,UPDATE_CARD,1,100.0,5.0
TXN001010,RETRY,1,100.0,28.0
TXN001011,PAYMENT_LINK,0,0.0,
TXN001012,PAYMENT_LINK,0,0.0,
TXN001013,ESCALATE,1,100.0,63.0
TXN001014,PAYMENT_LINK,1,100.0,51.0
TXN001015,REMINDER,1,100.0,31.0
TXN001016,PAYMENT_LINK,0,0.0,
TXN001017,RETRY,1,100.0,30.0
TXN001018,PAYMENT_LINK,1,100.0,58.0
TXN001019,PAYMENT_LINK,0,0.0,
TXN001020,RETRY,1,100.0,51.0
TXN001021,PAYMENT_LINK,0,0.0,
TXN001022,PAYMENT_LINK,1,100.0,10.0
TXN001023,PAYMENT_LINK,0,0.0,
TXN001024,RETRY,0,0.0,
TXN001025,RETRY,0,0.0,
TXN001026,RETRY,1,100.0,1.0
TXN001027,PAYMENT_LINK,0,0.0,
TXN001028,RETRY,1,100.0,38.0
TXN001029,PAYMENT_LINK,1,100.0,62.0
TXN001030,PAYMENT_LINK,1,100.0,70.0
TXN001031,UPDATE_CARD,1,100.0,65.0
TXN001032,PAYMENT_LINK,1,100.0,62.0
TXN001033,PAYMENT_LINK,0,0.0,
TXN001034,RETRY,0,0.0,
TXN001035,UPDATE_CARD,1,100.0,17.0
TXN001036,RETRY,1,100.0,8.0
TXN001037,PAYMENT_LINK,0,0.0,
TXN001038,PAYMENT_LINK,0,0.0,
TXN001039,RETRY,1,100.0,62.0
TXN001040,PAYMENT_LINK,1,100.0,41.0
TXN001041,UPDATE_CARD,1,100.0,12.0
TXN001042,PAYMENT_LINK,1,100.0,54.0
TXN001043,PAYMENT_LINK,1,100.0,11.0
TXN001044,RETRY,1,181.62,60.0
TXN001045,PAYMENT_LINK,1,100.0,68.0
TXN001046,PAYMENT_LINK,1,100.0,46.0
TXN001047,RETRY,0,0.0,
TXN001048,PAYMENT_LINK,1,100.0,61.0
TXN001049,PAYMENT_LINK,0,0.0,
TXN001050,PAYMENT_LINK,1,100.0,66.0
TXN001051,PAYMENT_LINK,1,100.0,72.0
TXN001052,ESCALATE,1,100.0,36.0
TXN001053,PAYMENT_LINK,1,100.0,7.0
TXN001054,PAYMENT_LINK,1,100.0,16.0
TXN001055,PAYMENT_LINK,0,0.0,
TXN001056,PAYMENT_LINK,1,100.0,25.0
TXN001057,PAYMENT_LINK,0,0.0,
TXN001058,PAYMENT_LINK,1,100.0,29.0
TXN001059,PAYMENT_LINK,0,0.0,
TXN001060,PAYMENT_LINK,0,0.0,
TXN001061,PAYMENT_LINK,1,100.0,1.0
TXN001062,PAYMENT_LINK,1,100.0,39.0
TXN001063,REMINDER,0,0.0,
TXN001064,UPDATE_CARD,1,100.0,63.0
TXN001065,RETRY,1,100.0,57.0
TXN001066,PAYMENT_LINK,0,0.0,
TXN001067,PAYMENT_LINK,0,0.0,
TXN001068,RETRY,1,100.0,65.0
TXN001069,RETRY,1,100.0,21.0
TXN001070,RETRY,1,100.0,30.0
TXN001071,PAYMENT_LINK,1,100.0,33.0
TXN001072,PAYMENT_LINK,0,0.0,
TXN001073,RETRY,1,100.0,22.0
TXN001074,PAYMENT_LINK,1,100.0,54.0
TXN001075,RETRY,1,100.0,4.0
TXN001076,RETRY,1,100.0,55.0
TXN001077,RETRY,1,100.0,44.0
TXN001078,PAYMENT_LINK,1,100.0,12.0
TXN001079,UPDATE_CARD,1,100.0,52.0
TXN001080,REMINDER,1,102.13,65.0
TXN001081,PAYMENT_LINK,1,100.0,65.0
TXN001082,ESCALATE,0,0.0,
TXN001083,PAYMENT_LINK,1,100.0,18.0
TXN001084,RETRY,0,0.0,
TXN001085,RETRY,1,100.0,66.0
TXN001086,PAYMENT_LINK,1,100.0,49.0
TXN001087,PAYMENT_LINK,0,0.0,
TXN001088,PAYMENT_LINK,1,100.0,22.0
TXN001089,PAYMENT_LINK,0,0.0,
TXN001090,RETRY,1,127.79,9.0
TXN001091,PAYMENT_LINK,1,100.0,21.0
TXN001092,PAYMENT_LINK,1,100.0,63.0
TXN001093,RETRY,1,100.0,6.0
TXN001094,UPDATE_CARD,1,100.0,14.0
TXN001095,RETRY,1,100.0,33.0
TXN001096,PAYMENT_LINK,1,100.0,71.0
TXN001097,RETRY,1,100.0,24.0
TXN001098,PAYMENT_LINK,0,0.0,
TXN001099,RETRY,1,100.0,2.0
TXN001100,PAYMENT_LINK,1,100.0,15.0
TXN001101,PAYMENT_LINK,0,0.0,
TXN001102,PAYMENT_LINK,0,0.0,
TXN001103,RETRY,1,100.0,39.0
TXN001104,PAYMENT_LINK,1,100.0,4.0
TXN001105,RETRY,1,237.32,64.0
TXN001106,RETRY,1,100.0,6.0
TXN001107,PAYMENT_LINK,1,100.0,57.0
TXN001108,RETRY,0,0.0,
TXN001109,RETRY,1,141.14,67.0
TXN001110,PAYMENT_LINK,0,0.0,
TXN001111,ESCALATE,0,0.0,
TXN001112,REMINDER,1,100.0,18.0
TXN001113,PAYMENT_LINK,0,0.0,
TXN001114,PAYMENT_LINK,1,100.0,69.0
TXN001115,RETRY,1,100.0,24.0
TXN001116,PAYMENT_LINK,1,100.0,48.0
TXN001117,UPDATE_CARD,1,100.0,30.0
TXN001118,ESCALATE,0,0.0,
TXN001119,RETRY,0,0.0,
TXN001120,UPDATE_CARD,0,0.0,
TXN001121,RETRY,1,2622.65,27.0
TXN001122,RETRY,1,100.0,64.0
TXN001123,RETRY,1,100.0,41.0
TXN001124,ESCALATE,0,0.0,
TXN001125,PAYMENT_LINK,1,143.54,5.0
TXN001126,PAYMENT_LINK,0,0.0,
TXN001127,PAYMENT_LINK,0,0.0,
TXN001128,PAYMENT_LINK,1,100.0,22.0
TXN001129,RETRY,1,100.0,7.0
TXN001130,RETRY,1,100.0,22.0
TXN001131,PAYMENT_LINK,0,0.0,
TXN001132,PAYMENT_LINK,0,0.0,
TXN001133,PAYMENT_LINK,0,0.0,
TXN001134,RETRY,1,100.0,5.0
TXN001135,RETRY,0,0.0,
TXN001136,RETRY,1,100.0,23.0
TXN001137,REMINDER,0,0.0,
TXN001138,PAYMENT_LINK,0,0.0,
TXN001139,UPDATE_CARD,1,100.0,23.0
TXN001140,PAYMENT_LINK,1,100.0,25.0
TXN001141,PAYMENT_LINK,0,0.0,
TXN001142,REMINDER,1,100.0,21.0
TXN001143,RETRY,0,0.0,
TXN001144,PAYMENT_LINK,0,0.0,
TXN001145,PAYMENT_LINK,1,100.0,72.0
TXN001146,RETRY,1,100.0,72.0
TXN001147,PAYMENT_LINK,0,0.0,
TXN001148,PAYMENT_LINK,1,100.0,64.0
TXN001149,UPDATE_CARD,1,100.0,19.0
TXN001150,PAYMENT_LINK,1,100.0,53.0
TXN001151,UPDATE_CARD,1,100.0,52.0
TXN001152,PAYMENT_LINK,1,100.0,47.0
TXN001153,RETRY,0,0.0,
TXN001154,RETRY,0,0.0,
TXN001155,RETRY,1,100.0,7.0
TXN001156,RETRY,1,100.0,1.0
TXN001157,PAYMENT_LINK,0,0.0,
TXN001158,PAYMENT_LINK,1,100.0,39.0
TXN001159,RETRY,0,0.0,
TXN001160,PAYMENT_LINK,0,0.0,
TXN001161,RETRY,1,100.0,24.0
TXN001162,RETRY,0,0.0,
TXN001163,PAYMENT_LINK,0,0.0,
TXN001164,PAYMENT_LINK,0,0.0,
TXN001165,RETRY,1,100.0,59.0
TXN001166,REMINDER,0,0.0,
TXN001167,REMINDER,1,100.0,32.0
TXN001168,ESCALATE,0,0.0,
TXN001169,RETRY,1,100.0,41.0
TXN001170,RETRY,0,0.0,
TXN001171,RETRY,1,100.0,11.0
TXN001172,UPDATE_CARD,1,100.0,19.0
TXN001173,RETRY,1,100.0,54.0
TXN001174,PAYMENT_LINK,0,0.0,
TXN001175,PAYMENT_LINK,1,100.0,42.0
TXN001176,PAYMENT_LINK,1,100.0,71.0
TXN001177,UPDATE_CARD,1,100.0,31.0
TXN001178,RETRY,1,100.0,52.0
TXN001179,RETRY,1,100.0,2.0
TXN001180,PAYMENT_LINK,0,0.0,
TXN001181,UPDATE_CARD,1,100.0,32.0
TXN001182,RETRY,1,100.0,10.0
TXN001183,RETRY,1,100.0,8.0
TXN001184,ESCALATE,0,0.0,
TXN001185,RETRY,1,100.0,20.0
TXN001186,PAYMENT_LINK,0,0.0,
TXN001187,PAYMENT_LINK,0,0.0,
TXN001188,RETRY,0,0.0,
TXN001189,RETRY,1,100.0,63.0
TXN001190,RETRY,1,100.0,21.0
TXN001191,UPDATE_CARD,1,100.0,5.0
TXN001192,UPDATE_CARD,1,100.0,35.0
TXN001193,PAYMENT_LINK,1,100.0,68.0
TXN001194,PAYMENT_LINK,0,0.0,
TXN001195,UPDATE_CARD,1,100.0,62.0
