transaction_id,amount,failure_type,recovery_probability,action,approved,reason,customer_message,timestamp,attempt_number,retry_count,amount_recovered
,100.0,CARD_EXPIRED,0.4781,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.211029,,,
,100.0,CARD_EXPIRED,0.8678,UPDATE_CARD,True,Payment method requires customer update,Your saved payment method appears to have expired. Please update your payment details to complete the transaction.,2026-08-31 14:12:04.231900,,,
,100.0,LIMIT_EXCEEDED,0.3777,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.252025,,,
,100.0,INSUFFICIENT_FUNDS,0.8214,REMINDER,True,Customer has high recovery likelihood; reminder is safer than repeated retry,Your payment of ₹100.00 could not be completed. Please try again when convenient.,2026-08-31 14:12:04.272055,,,
,100.0,CARD_EXPIRED,0.5825,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.293034,,,
,100.0,NETWORK_ERROR,0.8923,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:04.332055,,,
,100.0,BANK_DECLINED,0.748,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.368059,,,
,100.0,CARD_EXPIRED,0.6345,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.391042,,,
,100.0,NETWORK_ERROR,0.7078,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.407813,,,
,100.0,CARD_EXPIRED,0.597,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.415732,,,
,100.0,NETWORK_ERROR,0.8957,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:04.423704,,,
,100.0,UNKNOWN_ERROR,0.3018,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.432226,,,
,100.0,TIMEOUT,0.5915,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.440607,,,
,100.0,NETWORK_ERROR,0.7583,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.446667,,,
,100.0,LIMIT_EXCEEDED,0.251,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.453706,,,
,107.24,TIMEOUT,0.3759,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.459628,,,
,100.0,LIMIT_EXCEEDED,0.5335,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.465629,,,
,100.0,NETWORK_ERROR,0.7339,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.471663,,,
,100.0,INSUFFICIENT_FUNDS,0.6476,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.477754,,,
,100.0,INSUFFICIENT_FUNDS,0.7455,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.485823,,,
,100.0,LIMIT_EXCEEDED,0.3366,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.493798,,,
,100.0,NETWORK_ERROR,0.9353,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:04.501671,,,
,100.0,INSUFFICIENT_FUNDS,0.6411,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.509702,,,
,100.0,BANK_DECLINED,0.5792,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.515655,,,
,100.0,CARD_EXPIRED,0.6742,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.521618,,,
,100.0,NETWORK_ERROR,0.7247,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.532763,,,
,100.0,INSUFFICIENT_FUNDS,0.3395,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.558798,,,
,100.0,INSUFFICIENT_FUNDS,0.5349,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.581793,,,
,3567.62,NETWORK_ERROR,0.9028,RETRY,True,High recovery probability and temporary payment failure,"Your payment of ₹3,567.62 could not be completed due to a temporary issue. We will safely retry the payment.",2026-08-31 14:12:04.588151,,,
,100.0,NETWORK_ERROR,0.7447,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.594513,,,
,100.0,NETWORK_ERROR,0.8452,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:04.600628,,,
,100.0,TIMEOUT,0.7119,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.610748,,,
,100.0,INSUFFICIENT_FUNDS,0.5928,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.617077,,,
,100.0,LIMIT_EXCEEDED,0.4466,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.623425,,,
,100.0,CARD_EXPIRED,0.7494,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.629528,,,
,100.0,NETWORK_ERROR,0.8864,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:04.635504,,,
,100.0,TIMEOUT,0.3657,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.641421,,,
,100.0,LIMIT_EXCEEDED,0.4661,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.648244,,,
,100.0,NETWORK_ERROR,0.8455,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:04.658706,,,
,100.0,BANK_DECLINED,0.4484,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.664584,,,
,100.0,TIMEOUT,0.8803,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:04.671705,,,
,100.0,NETWORK_ERROR,0.9147,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:04.679694,,,
,100.0,INSUFFICIENT_FUNDS,0.4392,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.687736,,,
,100.0,UNKNOWN_ERROR,0.1492,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.695693,,,
,100.0,UNKNOWN_ERROR,0.3689,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.701649,,,
,100.0,NETWORK_ERROR,0.8418,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:04.707531,,,
,100.0,NETWORK_ERROR,0.8285,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:04.734052,,,
,100.0,NETWORK_ERROR,0.8541,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:04.759963,,,
,100.0,INSUFFICIENT_FUNDS,0.652,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.780013,,,
,100.0,TIMEOUT,0.7064,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.800050,,,
,100.0,INSUFFICIENT_FUNDS,0.489,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.818009,,,
,100.0,CARD_EXPIRED,0.6529,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.836991,,,
,100.0,TIMEOUT,0.9227,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:04.848023,,,
,100.0,TIMEOUT,0.7385,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.856695,,,
,100.0,BANK_DECLINED,0.5052,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.866718,,,
,120.08,TIMEOUT,0.7932,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹120.08 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.878748,,,
,100.0,CARD_EXPIRED,0.7387,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.893369,,,
,100.0,UNKNOWN_ERROR,0.5371,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.900669,,,
,100.0,BANK_DECLINED,0.2232,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.908767,,,
,100.0,INSUFFICIENT_FUNDS,0.4068,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.916810,,,
,100.0,NETWORK_ERROR,0.668,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.924652,,,
,100.0,INSUFFICIENT_FUNDS,0.5719,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.940986,,,
,100.0,TIMEOUT,0.9638,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:04.956980,,,
,100.0,LIMIT_EXCEEDED,0.8687,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.971354,,,
,100.0,INSUFFICIENT_FUNDS,0.4088,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:04.984751,,,
,100.0,BANK_DECLINED,0.5058,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:04.999393,,,
,100.0,LIMIT_EXCEEDED,0.6574,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.028068,,,
,100.0,INSUFFICIENT_FUNDS,0.2987,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.055985,,,
,100.0,TIMEOUT,0.5009,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.091032,,,
,100.0,CARD_EXPIRED,0.8387,UPDATE_CARD,True,Payment method requires customer update,Your saved payment method appears to have expired. Please update your payment details to complete the transaction.,2026-08-31 14:12:05.129815,,,
,100.0,INSUFFICIENT_FUNDS,0.4483,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.141850,,,
,100.0,LIMIT_EXCEEDED,0.5848,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.148699,,,
,100.0,UNKNOWN_ERROR,0.2699,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.164647,,,
,100.0,TIMEOUT,0.8283,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:05.185754,,,
,100.0,NETWORK_ERROR,0.4378,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.204411,,,
,100.0,NETWORK_ERROR,0.7028,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.221774,,,
,100.0,NETWORK_ERROR,0.7011,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.251420,,,
,100.0,CARD_EXPIRED,0.8376,UPDATE_CARD,True,Payment method requires customer update,Your saved payment method appears to have expired. Please update your payment details to complete the transaction.,2026-08-31 14:12:05.282609,,,
,100.0,TIMEOUT,0.8328,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:05.312502,,,
,100.0,CARD_EXPIRED,0.6118,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.340949,,,
,100.0,LIMIT_EXCEEDED,0.4589,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.355456,,,
,100.0,CARD_EXPIRED,0.7322,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.372815,,,
,100.0,CARD_EXPIRED,0.5994,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.394067,,,
,100.0,BANK_DECLINED,0.6304,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.411917,,,
,100.0,UNKNOWN_ERROR,0.3152,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.424762,,,
,100.0,INSUFFICIENT_FUNDS,0.6374,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.441365,,,
,100.0,BANK_DECLINED,0.5631,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.454608,,,
,100.0,LIMIT_EXCEEDED,0.2574,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.468400,,,
,158.17,CARD_EXPIRED,0.8904,UPDATE_CARD,True,Payment method requires customer update,Your saved payment method appears to have expired. Please update your payment details to complete the transaction.,2026-08-31 14:12:05.475580,,,
,100.0,NETWORK_ERROR,0.8146,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:05.484748,,,
,100.0,BANK_DECLINED,0.4441,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.490636,,,
,100.0,UNKNOWN_ERROR,0.7437,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.496506,,,
,100.0,INSUFFICIENT_FUNDS,0.7999,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.507095,,,
,465.56,UNKNOWN_ERROR,0.2099,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.513217,,,
,100.0,NETWORK_ERROR,0.9597,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:05.519178,,,
,100.0,TIMEOUT,0.6009,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.528749,,,
,210.36,NETWORK_ERROR,0.8978,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹210.36 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:05.536680,,,
,100.0,LIMIT_EXCEEDED,0.7416,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.544681,,,
,100.0,INSUFFICIENT_FUNDS,0.672,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.552698,,,
,100.0,LIMIT_EXCEEDED,0.4483,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.568926,,,
,100.0,CARD_EXPIRED,0.8648,UPDATE_CARD,True,Payment method requires customer update,Your saved payment method appears to have expired. Please update your payment details to complete the transaction.,2026-08-31 14:12:05.591999,,,
,100.0,NETWORK_ERROR,0.6877,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.607381,,,
,100.0,NETWORK_ERROR,0.8647,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:05.628229,,,
,100.0,CARD_EXPIRED,0.8711,UPDATE_CARD,True,Payment method requires customer update,Your saved payment method appears to have expired. Please update your payment details to complete the transaction.,2026-08-31 14:12:05.655025,,,
,100.0,NETWORK_ERROR,0.4271,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.677803,,,
,100.0,BANK_DECLINED,0.4609,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.698932,,,
,100.0,CARD_EXPIRED,0.6596,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.715860,,,
,100.0,NETWORK_ERROR,0.813,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:05.745867,,,
,200.3,INSUFFICIENT_FUNDS,0.5561,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹200.30 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.777202,,,
,100.0,TIMEOUT,0.6495,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.787968,,,
,100.0,NETWORK_ERROR,0.8674,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:05.794588,,,
,100.0,INSUFFICIENT_FUNDS,0.4584,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.801622,,,
,100.0,NETWORK_ERROR,0.8861,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:05.810408,,,
,100.0,BANK_DECLINED,0.2468,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.818189,,,
,100.0,LIMIT_EXCEEDED,0.4687,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.826817,,,
,100.0,INSUFFICIENT_FUNDS,0.5462,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.842876,,,
,100.0,TIMEOUT,0.7664,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:05.860842,,,
,100.0,CARD_EXPIRED,0.8646,UPDATE_CARD,True,Payment method requires customer update,Your saved payment method appears to have expired. Please update your payment details to complete the transaction.,2026-08-31 14:12:05.880966,,,
,100.0,NETWORK_ERROR,0.9806,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:05.896836,,,
,100.0,INSUFFICIENT_FUNDS,0.3616,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.916841,,,
,100.0,BANK_DECLINED,0.3759,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.934871,,,
,100.0,BANK_DECLINED,0.4558,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.952851,,,
,100.0,INSUFFICIENT_FUNDS,0.4125,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:05.972912,,,
,100.0,NETWORK_ERROR,0.8215,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:05.988844,,,
,100.0,NETWORK_ERROR,0.4746,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:06.008900,,,
,100.0,INSUFFICIENT_FUNDS,0.3793,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:06.027856,,,
,100.0,NETWORK_ERROR,0.7929,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:06.046855,,,
,100.0,INSUFFICIENT_FUNDS,0.8248,REMINDER,True,Customer has high recovery likelihood; reminder is safer than repeated retry,Your payment of ₹100.00 could not be completed. Please try again when convenient.,2026-08-31 14:12:06.068893,,,
,100.0,INSUFFICIENT_FUNDS,0.4468,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:06.082966,,,
,100.0,CARD_EXPIRED,0.3209,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:06.102872,,,
,100.0,NETWORK_ERROR,0.896,RETRY,True,High recovery probability and temporary payment failure,Your payment of ₹100.00 could not be completed due to a temporary issue. We will safely retry the payment.,2026-08-31 14:12:06.116833,,,
,100.0,INSUFFICIENT_FUNDS,0.9671,REMINDER,True,Customer has high recovery likelihood; reminder is safer than repeated retry,Your payment of ₹100.00 could not be completed. Please try again when convenient.,2026-08-31 14:12:06.136915,,,
,100.0,NETWORK_ERROR,0.7899,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:06.160948,,,
,100.0,BANK_DECLINED,0.3338,ESCALATE,False,Low recovery probability; automatic recovery avoided,We couldn't safely complete your payment automatically. Our support team will review the issue.,2026-08-31 14:12:06.180865,,,
,100.0,CARD_EXPIRED,0.696,PAYMENT_LINK,True,Moderate recovery probability; customer-initiated payment preferred,Your payment of ₹100.00 is still pending. Please use the secure payment link to complete your transaction.,2026-08-31 14:12:06.196837,,,
